2020-02-24 19:19:56.822 debug|30628544|ParseEagleSvrConfigCommand.cpp:118|TSDK::PARSEEAGLECONFIG_LOG|GetTSDKConfigSwitch pXmlParser: 27943320.
2020-02-24 19:19:56.822 debug|30628544|ParseEagleSvrConfigCommand.cpp:132|TSDK::PARSEEAGLECONFIG_LOG|GetTSDKConfigSwitch can not find Switch node.
2020-02-24 19:19:56.822 debug|30628544|ParseEagleSvrConfigCommand.cpp:648|TSDK::PARSEEAGLECONFIG_LOG|ParseTSDKConfig can not find datareport node.
2020-02-24 19:19:56.822 debug|30628544|ConfigParser.cpp:115|TSDK::PARSEEAGLECONFIG_LOG|ParseUpateInfo can not find update node.
2020-02-24 19:19:56.823 debug|30628544|ParseEagleSvrConfigCommand.cpp:484|TSDK::PARSEEAGLECONFIG_LOG|ParseReportConfig can not find datareport node.
2020-02-24 19:19:56.823 debug|30628544|ParseEagleSvrConfigCommand.cpp:648|TSDK::PARSEEAGLECONFIG_LOG|ParseTSDKConfig can not find datareport node.
2020-02-24 19:19:56.826 event|30628544|TSDKService.cpp:128|TSDK::TSDKService_LOG|TSDK Version : 3.04.300
2020-02-24 19:19:56.827 event|30628544|LotusSvrConfigParser.cpp:80|TSDK::LOTUSCONFIG_LOG|PrivateCFG.
2020-02-24 19:19:56.828 event|30628544|LotusSvrConfigParser.cpp:256|TSDK::LOTUSCONFIG_LOG|ReadLotusSvrList file: D:\Hlddz\HallLotusList260\Isp4_ZoneID1.xml
2020-02-24 19:19:56.829 event|30628544|LotusSvrConfigParser.cpp:779|TSDK::LOTUSCONFIG_LOG|CLotusSvrConfigParser::ReadHttpsConfig open HTTPS:0.
2020-02-24 19:19:56.830 event|30628544|EagleEyeTransaction.cpp:286|TSDK::EAGLEEYE_SERVICE|StartEagleEyeService clientVer: 34668546.
2020-02-24 19:19:56.831 event|30628544|EagleEyeTransaction.cpp:367|TSDK::EAGLEEYE_SERVICE|LoadUserInfo filePath:D:\Hlddz\Log260\EagleEyeUserInfo.dat, uin:1415761328l, openId:00000000000000000000000026B134D2, accountType:4.
2020-02-24 19:19:56.831 event|30628544|EagleEyeTransaction.cpp:446|TSDK::EAGLEEYE_SERVICE|LoadMD5 filePath:D:\Hlddz\Log260\EagleEyeConfig.md5.
2020-02-24 19:19:56.831 event|30628544|EagleEyeSvrConnect.cpp:99|TSDK::EAGLEEYE_CONNECT|ConnectSvr DNS resolve HOST is : eagleeye2.huanle.qq.com, PORT is : 443.
2020-02-24 19:19:56.835 event|30628544|TSDKService.cpp:645|TSDK::TSDKService_LOG|Register Plugin Notify MsgId: 15834.
2020-02-24 19:19:56.877 event|30628544|QGFrameDispatcher.cpp:42|Logger|******************** Begin Log 2.17.2 *******************
2020-02-24 19:19:56.882 event|30628544|DynamicResourceMgr.cpp:880|GAME|CDynamicResourceMgr::loadResourceInfo,m_configVersion = 80, m_lastAppVersion = 34668546,unCount = 5 Ver:7 Ver:26 Ver:28 Ver:29 Ver:30
2020-02-24 19:19:56.884 event|30628544|DynamicResourceMgr.cpp:119|GAME|ensureAppResourceClean+++++++++++++++currentAppVersion:34668546, m_lastAppVersion:34668546
2020-02-24 19:19:56.884 event|30628544|DynamicResourceMgr.cpp:151|GAME|create dir error++++++++++++++++getPatchPath _ normal :D:\Hlddz\DyResource\
2020-02-24 19:19:56.884 event|30628544|DynamicResourceMgr.cpp:159|GAME|create dir error++++++++++++++++getPatchPath _ timeliness:D:\Hlddz\DyResource\
2020-02-24 19:19:56.884 event|30628544|DynamicResourceMgr.cpp:176|GAME|CDynamicResourceMgr::initSearchPath
2020-02-24 19:19:57.236 event|30628544|BehaviorConfigFile.cpp:2154|GAME|QG_COMMON_INFO_MGR SysInfo SysCheck =1
2020-02-24 19:19:57.236 event|30628544|BehaviorConfigFile.cpp:2155|GAME|QG_COMMON_INFO_MGR SysInfo m_bIsSysCheck =1
2020-02-24 19:19:57.236 event|30628544|BehaviorSysInfoCheck.cpp:36|GAME|CBehaviorSysInfoCheck::GetOSVersion strOS=Win10
2020-02-24 19:19:57.589 event|30628544|BehaviorSysInfoCheck.cpp:36|GAME|CBehaviorSysInfoCheck::GetOSVersion strOS=Win10
2020-02-24 19:19:57.631 event|30628544|AppDelegate.cpp:248|GAME|AppDelegate::applicationDidFinishLaunching bUsePandora = 1
2020-02-24 19:19:58.277 event|30628544|TitleBarController.cpp:264|GAME|[initTitleBar] resolution: 1920 x 1080
2020-02-24 19:19:58.300 event|30628544|ServerAccessKey.cpp:27|GAME|ServerAccess-QGPlayerConfig::setValue, 27+++++++++, m_sectionName:, key:40001, value:32000000
2020-02-24 19:19:58.300 event|30628544|ServerAccessKey.cpp:27|GAME|ServerAccess-QGPlayerConfig::setValue, 27+++++++++, m_sectionName:, key:0, value:0
2020-02-24 19:19:58.301 event|30628544|ServerAccessKey.cpp:27|GAME|ServerAccess-QGPlayerConfig::setValue, 27+++++++++, m_sectionName:INGAMENEWBIETIPS, key:70013, value:0
