2020-02-24 15:50:05.175 info|26368704|QGLoggerService.cpp:105|TSDK::"QGLogSDK"|QGLoggerService::Startup: LatestCacheSize:10240, GameID:260, ForceOutPut:0
2020-02-24 15:50:05.176 event|26368704|TSDKService.cpp:128|TSDK::TSDKService_LOG|TSDK Version : 3.04.300
2020-02-24 15:50:05.176 event|26368704|LotusSvrConfigParser.cpp:80|TSDK::LOTUSCONFIG_LOG|PrivateCFG.
2020-02-24 15:50:05.176 debug|26368704|IPChoiceMgr.cpp:50|TSDK::IPCHOICE_LOG|GetHallLotusListFileName.
2020-02-24 15:50:05.177 debug|26368704|IPChoiceMgr.cpp:42|TSDK::IPCHOICE_LOG|GetNetIdentString is SSID.
2020-02-24 15:50:05.177 debug|26368704|IPChoiceMgr.cpp:156|TSDK::IPCHOICE_LOG|ReadNetIdent file D:\Hlddz\HallLotusNetIdent.ini open 0, strNetIdent is SSID.
2020-02-24 15:50:05.177 debug|26368704|IPChoiceMgr.cpp:59|TSDK::IPCHOICE_LOG|GetHallLotusListFileName enmType is: 0, readNetIdent is: 0.
2020-02-24 15:50:05.177 debug|26368704|IPChoiceMgr.cpp:86|TSDK::IPCHOICE_LOG|GetHallLotusListFileName fileName is TSDKConfig/michall.xml.
2020-02-24 15:50:05.177 event|26368704|LotusSvrConfigParser.cpp:256|TSDK::LOTUSCONFIG_LOG|ReadLotusSvrList file: D:\Hlddz\TSDKConfig/michall.xml
2020-02-24 15:50:05.177 event|26368704|LotusSvrConfigParser.cpp:779|TSDK::LOTUSCONFIG_LOG|CLotusSvrConfigParser::ReadHttpsConfig open HTTPS:0.
2020-02-24 15:50:05.178 event|26368704|EagleEyeTransaction.cpp:286|TSDK::EAGLEEYE_SERVICE|StartEagleEyeService clientVer: 34668546.
2020-02-24 15:50:05.178 info|26368704|TransactionManager.cpp:412|TSDK::TRANSMGR_LOG|SendMsg2EagleEyeSvr MsgId is:20402.
2020-02-24 15:50:05.178 event|26368704|EagleEyeSvrConnect.cpp:99|TSDK::EAGLEEYE_CONNECT|ConnectSvr DNS resolve HOST is : eagleeye2.huanle.qq.com, PORT is : 443.
2020-02-24 15:50:05.181 debug|26368704|DNSCache.cpp:388|TSDK::DNS_LOG|GetNetIdentString is BSSID.
2020-02-24 15:50:05.181 debug|26368704|DNSCache.cpp:388|TSDK::DNS_LOG|GetNetIdentString is BSSID.
2020-02-24 15:50:05.181 event|26368704|TSDKService.cpp:645|TSDK::TSDKService_LOG|Register Plugin Notify MsgId: 15834.
2020-02-24 15:50:05.233 event|26368704|QGFrameDispatcher.cpp:42|Logger|******************** Begin Log 2.17.2 *******************
2020-02-24 15:50:05.233 debug|26368704|AppDelegate.cpp:77|GAME|[AppDelegate]: [[MainProc]][[OneInstance]] start instance!
2020-02-24 15:50:05.234 event|26368704|DynamicResourceMgr.cpp:119|GAME|ensureAppResourceClean+++++++++++++++currentAppVersion:34668546, m_lastAppVersion:0
2020-02-24 15:50:05.236 event|26368704|DynamicResourceMgr.cpp:176|GAME|CDynamicResourceMgr::initSearchPath
2020-02-24 15:50:05.236 info|26368704|DynamicResourceMgr.cpp:188|GAME|Parse resource config : file = D:\Hlddz\Version7\gameConfig.xml result = 1
2020-02-24 15:50:05.237 info|26368704|DynamicResourceMgr.cpp:452|GAME|CDynamicResourceMgr::downloadConfig+++++++++++++++++++fileName:UpgradeRes.xml,url=http://happyapp.huanle.qq.com/cgi-bin/CommonMobileCGI/GetResCfg?gameid=260&clienttype=32&_=5055&clientcfgversion=0&systemversion=2.17.2, downloadPath:D:\Hlddz\DyResource\Config\
2020-02-24 15:50:05.237 debug|26368704|MsgChannel.cpp:260|GAME|CMsgChannel::Setkeys===="D:\Hlddz/hlddz.exe" Channel=10024293ID=2784LAUNCHPARA=00000000000000000000000026B134D2,D4039663E7DA4D5BC3F1BB5C173BEBC9
2020-02-24 15:50:05.426 debug|26368704|AppDelegate.cpp:305|GAME|AppDelegate::applicationDidResize
2020-02-24 15:50:05.427 debug|26368704|ResizeManager.cpp:48|GAME|[doClientResize]: do!
2020-02-24 15:50:05.488 debug|26368704|GameLogicComponent.cpp:153|GAME|[queryAllDownload]: check need down, hlddz_0217020015_Pack_02.7z
2020-02-24 15:50:05.488 debug|26368704|GameLogicComponent.cpp:156|GAME|[queryAllDownload]: need down, hlddz_0217020015_Pack_02.7z
2020-02-24 15:50:05.489 debug|26368704|QGDownloadManager.cpp:97|GAME|[Download]: [[Download]] add download! name=hlddz_0217020015_Pack_02.7z
2020-02-24 15:50:05.490 debug|26368704|GameLogicComponent.cpp:153|GAME|[queryAllDownload]: check need down, hlddz_0217020015_Pack_03.7z
2020-02-24 15:50:05.490 debug|26368704|GameLogicComponent.cpp:156|GAME|[queryAllDownload]: need down, hlddz_0217020015_Pack_03.7z
2020-02-24 15:50:05.490 debug|26368704|QGDownloadManager.cpp:103|GAME|[Download]: [[Download]] other task doing, in queue! name=hlddz_0217020015_Pack_03.7z
2020-02-24 15:50:05.492 debug|26368704|GameLogicComponent.cpp:153|GAME|[queryAllDownload]: check need down, hlddz_0217020015_Pack_04.7z
2020-02-24 15:50:05.492 debug|26368704|GameLogicComponent.cpp:156|GAME|[queryAllDownload]: need down, hlddz_0217020015_Pack_04.7z
2020-02-24 15:50:05.492 debug|26368704|QGDownloadManager.cpp:103|GAME|[Download]: [[Download]] other task doing, in queue! name=hlddz_0217020015_Pack_04.7z
2020-02-24 15:50:05.493 debug|26368704|ConfigManager.cpp:59|GAME|[GetConfigDataEx]: no OL cfg for now! name=StringInfo_OL..ini
2020-02-24 15:50:05.494 debug|26368704|ConfigManager.cpp:59|GAME|[GetConfigDataEx]: no OL cfg for now! name=SoundInfo_OL..ini
2020-02-24 15:50:05.495 debug|26368704|ConfigManager.cpp:59|GAME|[GetConfigDataEx]: no OL cfg for now! name=DailySignInReward_OL..ini
2020-02-24 15:50:05.495 debug|26368704|BehaviorOuterDailyReward.cpp:101|GAME|[doLoadConfig]: load cfg!
2020-02-24 15:50:05.496 debug|26368704|ConfigManager.cpp:59|GAME|[GetConfigDataEx]: no OL cfg for now! name=StringInfo_OL..ini
2020-02-24 15:50:05.498 debug|26368704|ConfigManager.cpp:59|GAME|[GetConfigDataEx]: no OL cfg for now! name=SoundInfo_OL..ini
2020-02-24 15:50:05.498 debug|26368704|ConfigManager.cpp:59|GAME|[GetConfigDataEx]: no OL cfg for now! name=DailySignInReward_OL..ini
2020-02-24 15:50:05.498 debug|26368704|BehaviorOuterDailyReward.cpp:101|GAME|[doLoadConfig]: load cfg!
2020-02-24 15:50:05.499 debug|26368704|BehaviorMarquee.cpp:34|GAME|NLogic::CBehaviorMarquee::onEnter
2020-02-24 15:50:05.499 debug|26368704|BehaviorWelfareRecommend.cpp:33|GAME|NLogic::CBehaviorWelfareRecommend::onEnter
2020-02-24 15:50:05.523 debug|26368704|BehaviorConfigFile.cpp:1705|GAME|parseMarquee
2020-02-24 15:50:05.524 debug|26368704|ConfigManager.cpp:59|GAME|[GetConfigDataEx]: no OL cfg for now! name=Marquee_OL..ini
2020-02-24 15:50:05.524 debug|26368704|QGMarqueeDataManager.cpp:22|GAME|QGMarqueeDataManager::reset
2020-02-24 15:50:05.524 debug|26368704|BehaviorConfigFile.cpp:1727|GAME|m_nReqIntervalTime:20
